@relation TestInstances

@attribute MEAN_MFCC0 numeric
@attribute MEAN_MFCC1 numeric
@attribute MEAN_MFCC2 numeric
@attribute MEAN_MFCC3 numeric
@attribute MEAN_MFCC4 numeric
@attribute MEAN_MFCC5 numeric
@attribute MEAN_MFCC6 numeric
@attribute MEAN_MFCC7 numeric
@attribute MEAN_MFCC8 numeric
@attribute MEAN_MFCC9 numeric
@attribute MEAN_MFCC10 numeric
@attribute MEAN_MFCC11 numeric
@attribute MEAN_MFCC12 numeric
@attribute STD_MFCC0 numeric
@attribute STD_MFCC1 numeric
@attribute STD_MFCC2 numeric
@attribute STD_MFCC3 numeric
@attribute STD_MFCC4 numeric
@attribute STD_MFCC5 numeric
@attribute STD_MFCC6 numeric
@attribute STD_MFCC7 numeric
@attribute STD_MFCC8 numeric
@attribute STD_MFCC9 numeric
@attribute STD_MFCC10 numeric
@attribute STD_MFCC11 numeric
@attribute STD_MFCC12 numeric
@attribute Genres {Classical,Country,Disco,HipHop}

@data
31.263219,16.80071,-0.4458,-1.442923,1.391679,-2.646836,5.105941,-2.536339,4.849826,-5.876289,5.051424,-7.583477,4.959762,-6.3623,5.315112,-6.066361,5.82562,-5.244813,5.566835,-5.121929,4.815164,-4.115648,3.796806,-3.088926,2.772108,-2.689957,Classical
8.422699,20.69654,1.195024,-3.338585,2.011928,-4.08309,3.13087,-4.978588,4.041046,-6.739002,5.043982,-7.275606,5.368923,-6.276485,6.181264,-6.13699,5.896464,-5.408375,5.018131,-4.999172,4.395424,-4.151196,3.537378,-3.419206,2.724439,-2.353664,Classical
82.47842,-4.124064,1.487616,2.309489,1.971799,1.118203,1.52333,-2.555764,2.605307,-3.066893,4.124531,-4.05861,4.503112,-4.408212,5.325817,-4.413699,4.729323,-4.1021,4.550523,-3.439948,4.391004,-3.670869,3.587439,-2.903962,2.118467,-2.051969,HipHop
93.736169,-0.40409,-2.899892,-2.208369,4.059788,-1.450271,2.963066,-2.755787,3.834171,-3.709672,4.197011,-3.109426,3.282382,-4.301787,3.315007,-3.75193,3.039689,-3.653449,2.851995,-3.294636,2.504742,-3.057713,2.255091,-2.199277,1.783766,-1.554209,Disco
101.044944,-2.467425,-1.560173,-2.609989,2.939684,-2.219824,2.873882,-2.326686,3.26973,-3.46489,3.604584,-3.075567,4.17398,-2.888382,2.945972,-3.233505,3.422421,-3.278951,2.584287,-2.980779,2.784428,-2.458744,2.236082,-1.78573,1.79844,-1.680529,Disco
37.677956,9.748392,7.404256,3.859042,4.008456,-1.198496,2.293762,-2.906122,4.073742,-5.144889,5.504388,-5.893773,5.00374,-5.241072,5.749708,-5.867379,5.605483,-5.04037,4.876292,-4.896914,4.38803,-3.973721,3.300315,-2.950933,2.906633,-2.515384,HipHop
78.27798,-1.140584,5.038927,-3.217196,1.312803,-2.872414,2.331628,-2.113927,2.780804,-3.643356,2.81632,-2.897523,2.158162,-2.458872,2.746919,-3.040393,2.514893,-2.350173,2.206356,-2.336547,2.594945,-2.351259,2.417936,-1.58595,1.647601,-1.103057,Disco
82.271523,7.424122,-0.557843,1.829813,1.129717,-2.385833,1.61738,-3.227883,2.791398,-4.62476,4.258757,-4.74228,5.683353,-6.111005,5.966148,-6.23599,5.540846,-6.423444,4.106482,-5.160203,4.430551,-4.337747,3.551607,-3.628128,2.391792,-2.718332,HipHop
98.306526,0.996814,1.323858,-1.670448,3.418557,-1.649118,3.778347,-3.540687,2.384602,-3.412916,3.905521,-4.243972,3.424344,-4.030042,2.402593,-3.435194,2.964602,-4.265084,2.939187,-3.092567,3.06248,-3.281339,2.238645,-1.670547,2.394765,-1.649439,Country
1.671397,18.434118,0.047949,-0.945435,4.769416,-3.598824,3.682726,-5.217328,3.516934,-6.785608,5.602405,-6.180638,6.785422,-5.335403,6.187055,-6.352286,5.219103,-5.492182,5.028353,-4.940018,4.046128,-4.146269,4.118282,-2.638243,2.669931,-2.703638,Classical
97.636531,-2.472064,1.983192,-1.112788,4.203663,-3.430345,1.864392,-2.642174,2.041457,-2.66956,3.012586,-3.361409,3.138926,-3.412334,2.846601,-2.607828,2.883882,-3.188909,2.949395,-2.412521,2.596662,-2.523914,2.007665,-1.897975,2.099246,-1.096354,Country
-4.144753,6.158764,12.183949,-1.318831,7.058389,-1.466504,3.751974,-3.569675,4.078823,-3.394087,3.960491,-3.737401,4.210623,-3.520147,3.303589,-3.890264,3.588106,-3.451985,3.261402,-3.622238,2.993518,-2.987007,2.6299,-1.678778,2.442924,-1.250288,Country
79.41453,2.434069,-0.815727,1.516478,2.307415,-0.632191,2.662601,-2.418439,3.710933,-3.700132,5.074611,-3.751024,5.31789,-5.470744,4.833399,-5.841072,4.25181,-5.8333,3.712278,-4.88554,4.053122,-3.555436,3.602635,-2.17534,2.795698,-2.362544,HipHop
97.442682,-0.541103,3.355307,-2.066161,5.573625,-2.226704,2.753293,-2.347222,2.285914,-2.634477,3.405339,-2.480727,3.462041,-3.52998,2.429133,-3.072447,2.624984,-2.969034,2.763832,-2.894152,2.359598,-2.428714,2.506682,-1.748826,2.073961,-1.089028,Country
65.895603,0.01689,6.347425,-2.007233,4.213899,-2.55737,4.187022,-1.678246,2.354604,-1.638541,3.070942,-2.637447,3.147849,-3.281597,2.60013,-2.849949,2.849728,-3.033545,2.610115,-2.40131,2.280496,-2.10365,2.194946,-1.714176,1.535275,-1.615452,Country
71.845682,4.913129,5.388819,-1.049379,5.633355,-2.546243,3.280904,-2.424475,3.476245,-3.859541,3.47038,-3.468397,3.574601,-3.412175,2.830377,-3.458383,3.091604,-2.803075,2.888267,-2.836827,2.510213,-2.584518,2.223285,-1.811318,1.674927,-1.738257,Disco
77.319514,4.005212,-0.141277,1.879584,0.539154,0.760001,2.136257,-2.635632,3.336371,-4.271159,3.911119,-5.130065,5.365896,-4.951195,5.582959,-5.456036,5.778866,-4.982154,5.459566,-4.237895,4.766408,-3.673358,3.73898,-2.993281,2.664629,-2.494388,HipHop
95.051702,3.388874,-0.738303,2.858036,2.459176,-0.317951,1.380093,-2.581602,3.830063,-3.727049,4.760922,-4.430295,5.466058,-4.941427,5.459492,-5.529833,4.933379,-5.408404,3.80595,-5.466178,3.621902,-4.507897,3.166457,-3.033908,3.052407,-2.232383,HipHop
71.430806,8.05989,0.848018,0.956402,2.894207,-2.815671,4.147555,-4.136446,4.314361,-4.164918,5.314762,-5.013241,4.246217,-5.489763,4.087345,-4.075397,4.729464,-3.739365,4.523622,-2.965244,3.703355,-3.357367,2.771482,-2.587883,2.174758,-2.276,Disco
90.982708,-4.744464,5.37542,2.109063,4.198797,-1.893458,2.243918,-3.0348,2.395111,-2.861154,3.575678,-2.463468,3.401631,-2.348872,2.545605,-2.033375,2.862632,-2.759158,2.505153,-2.3414,2.223777,-2.210797,1.897464,-2.013034,1.24608,-1.55669,Disco
17.100864,21.494032,1.853737,-2.674005,4.870031,-3.418051,4.041499,-4.436688,4.217733,-6.314452,4.903357,-6.68506,6.159581,-5.897576,6.216846,-6.270958,5.078977,-6.195361,4.814598,-4.806606,4.636168,-4.271308,3.242976,-3.852985,2.502315,-2.234907,Classical
95.099239,-4.103591,-0.130533,-3.098819,2.367541,-1.947229,3.935239,-1.072976,2.424711,-3.073674,3.896908,-2.435371,3.399726,-2.674641,2.880338,-2.916089,2.533456,-3.270978,2.391988,-2.740174,2.501299,-2.453293,2.33248,-2.067502,1.452666,-1.537054,Disco
62.373827,7.328622,2.893111,-5.168953,6.255458,-1.878792,4.095087,-2.301486,3.353341,-2.57717,4.332998,-3.487733,4.815242,-3.571394,3.377018,-3.559243,4.110826,-3.216874,2.608187,-2.608435,2.871141,-2.833321,2.823883,-2.097071,2.020296,-1.385013,Country
14.87218,17.389461,-0.439531,0.111538,4.446139,-3.640474,4.096145,-4.841433,4.551318,-5.708242,6.133475,-5.873733,6.060394,-5.610357,5.702524,-6.731724,4.736037,-6.026058,5.091004,-4.785888,4.550296,-4.053523,3.387179,-3.303524,2.442863,-2.385426,Classical
6.845015,17.250257,-3.73751,-1.191102,2.180109,-4.425595,7.160058,-3.951981,4.381017,-7.291666,5.566202,-6.337723,4.637767,-6.665157,6.597208,-5.611606,5.494076,-5.384323,5.123164,-5.041923,4.04093,-4.669706,3.225572,-3.234023,2.785065,-2.24032,Classical
43.289292,8.387627,4.207646,1.461888,7.216161,-3.145899,3.906451,-3.666549,4.670711,-4.842088,4.440604,-4.905823,3.626854,-3.560369,3.715535,-4.587041,3.576861,-3.632912,3.186176,-3.915336,2.922593,-3.26992,2.479208,-1.991312,2.188418,-1.900724,Country
101.356212,-2.450827,1.259356,-2.093583,3.957455,-2.617781,2.317704,-2.615647,2.439354,-2.782533,3.628477,-3.472364,2.849406,-2.19557,2.951325,-3.549604,2.801335,-3.269392,2.667045,-2.275172,2.319901,-2.512608,2.301335,-1.457712,1.53581,-1.387088,Country
99.055477,-0.599526,-0.362703,4.352079,0.875958,1.009048,1.926115,-2.738139,3.345762,-3.988513,4.183791,-4.97194,4.409189,-4.873354,5.272886,-6.160681,4.587827,-5.238492,4.656495,-4.426597,4.104799,-3.548941,3.897913,-3.170794,2.53543,-2.308892,HipHop
-19.940121,20.411315,3.389856,-2.397587,5.154394,-4.117533,3.036255,-6.275714,3.120862,-7.379575,5.467947,-6.430095,5.636888,-6.12733,5.942144,-6.181583,4.8938,-5.746526,5.194694,-4.335222,4.065971,-4.611557,3.159313,-3.374841,3.091467,-1.372825,Classical
88.073606,-5.731316,-0.284436,0.222902,3.671982,-0.809806,3.426895,-2.083543,3.022006,-2.804881,3.747698,-3.519019,3.503485,-3.697467,3.949059,-3.338321,3.143359,-3.032618,3.711028,-2.7203,2.7839,-2.521031,2.311816,-2.112497,2.028527,-1.563836,Disco
86.559999,-1.767437,0.472837,0.099187,3.317389,-2.106719,4.762169,-1.977725,3.442757,-3.164924,3.761564,-3.214052,3.446493,-3.540463,3.338576,-2.863441,2.911531,-3.189266,2.88912,-3.006329,2.166064,-2.619815,2.176781,-2.137019,1.878737,-1.287992,Disco
89.982297,-2.908228,4.596625,-2.714303,2.119047,-1.925308,1.333307,-1.741905,3.490178,-3.043343,4.524073,-1.951827,3.448409,-2.994766,2.166526,-2.726201,2.434909,-1.84196,3.252985,-2.443265,3.236172,-2.508859,1.969792,-2.035932,2.05239,-1.393708,Disco
78.92042,-5.991769,-3.173876,1.564084,3.668553,0.652336,0.673153,-2.001405,3.927726,-4.514355,4.557816,-4.076326,3.436041,-4.608459,5.267184,-5.436552,5.068383,-3.436037,4.774824,-4.658131,4.676195,-3.398688,3.552211,-2.53285,2.840801,-1.646056,HipHop
78.965124,4.240274,0.993578,2.554861,3.151846,-0.379833,1.830811,-2.24201,2.76265,-3.647073,5.246082,-3.896969,5.612544,-5.663884,4.958518,-6.198518,4.782022,-6.256941,4.298831,-4.800541,4.485532,-3.782002,3.981122,-2.911607,2.762721,-2.572825,HipHop
107.71564,-3.059879,2.270416,-1.644615,4.451686,-2.334747,1.416714,-2.368934,1.684921,-3.205064,3.563772,-2.241438,2.652665,-3.199988,2.320947,-3.399804,2.525264,-2.85259,2.240146,-3.063978,2.40596,-2.524873,2.073327,-1.586889,1.73442,-1.665771,Country
5.118634,21.422412,0.558802,-0.843335,5.829812,-3.481892,4.116312,-5.351647,3.767976,-6.618042,5.852073,-6.884767,5.481568,-6.893024,5.649103,-6.715102,5.581182,-4.780324,6.011762,-4.206127,4.304797,-4.14882,4.06824,-2.734155,2.855163,-2.400301,Classical
43.193989,9.113644,4.766036,-0.083799,9.251772,-3.295863,2.946303,-2.36738,4.330599,-5.067123,4.172823,-4.547646,3.549132,-4.406433,4.420917,-2.728746,3.76138,-3.134637,3.905492,-3.457909,2.951029,-2.868742,2.535471,-2.455675,1.982571,-1.680456,Country
96.54474,-1.883329,0.322427,-2.623209,4.420525,-1.949719,1.289524,-3.250945,2.496548,-2.945826,3.621285,-3.060969,3.746988,-3.362935,3.006411,-3.090047,2.599643,-3.294428,2.836989,-2.723099,2.268484,-2.766311,2.301022,-1.850552,1.746902,-1.616177,Country
8.157964,16.614823,-1.091235,-0.654333,3.142092,-3.778024,3.74737,-4.733405,3.497305,-6.648034,5.296271,-6.648753,5.301537,-5.602632,5.89336,-6.08112,5.394383,-5.767992,5.322482,-4.677738,4.612653,-3.923811,3.445143,-3.648222,2.07443,-2.319503,Classical
29.178649,14.992133,-2.197067,-1.279884,2.223572,-3.012027,4.055446,-3.664836,3.950642,-4.295619,6.812722,-5.239972,5.309871,-6.221438,6.036207,-6.325034,6.031711,-5.116539,5.371098,-4.060362,5.348439,-3.986729,3.399502,-3.571217,2.65327,-2.148054,Classical
80.141667,-0.634451,6.85604,-4.130886,1.504327,-2.298992,2.969817,-0.693222,1.473374,-3.549619,2.817163,-3.17438,2.779409,-3.579097,2.693829,-3.145589,2.418133,-3.004438,2.621583,-2.794908,1.809952,-2.165006,2.192493,-1.546195,1.689171,-1.314765,Disco
75.34916,0.690239,-2.789384,3.048704,2.2763,-1.965493,2.004019,-2.247434,4.306246,-3.48824,4.661774,-3.677403,5.981997,-5.072415,5.630571,-5.532278,4.385849,-6.031617,3.24472,-5.797997,3.595348,-4.167118,3.541885,-2.718009,3.119205,-2.229593,HipHop
96.241854,-2.583357,1.61588,-0.973965,3.259723,-3.303064,1.882605,-2.086946,1.907791,-2.992489,4.020241,-3.108223,2.904294,-3.142965,2.758675,-3.551966,2.834721,-2.836406,3.069858,-2.648064,2.28225,-2.928191,1.898753,-1.676375,2.418836,-1.109534,Disco
66.70019,-1.767194,9.448336,-1.983612,3.926633,-1.448673,1.904174,-1.796067,2.318679,-2.648146,3.000456,-2.172314,2.80377,-2.587742,2.846202,-2.771644,3.294838,-2.227449,3.180115,-2.114438,2.48071,-2.144819,1.840247,-1.326595,1.351652,-1.104793,Disco
66.840346,3.433184,7.087388,-2.254909,3.046313,-1.560636,4.208928,-3.396892,4.286063,-3.141183,3.87349,-2.845167,3.051764,-3.61258,2.518258,-3.476736,3.490679,-3.033883,2.93773,-2.85894,2.73768,-2.501499,2.431885,-2.317277,1.754757,-1.858575,Disco
