@relation TestInstances

@attribute MFCC0 numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute MFCC14 numeric
@attribute MFCC15 numeric
@attribute MFCC16 numeric
@attribute MFCC17 numeric
@attribute MFCC18 numeric
@attribute MFCC19 numeric
@attribute MFCC20 numeric
@attribute MFCC21 numeric
@attribute MFCC22 numeric
@attribute MFCC23 numeric
@attribute MFCC24 numeric
@attribute MFCC25 numeric
@attribute MFCC26 numeric
@attribute MFCC27 numeric
@attribute MFCC28 numeric
@attribute MFCC29 numeric
@attribute Genres {Blues,Classical,Country,Disco,HipHop,Jazz}

@data
6.52705,25.98045,12.555257,-5.831216,4.253562,-3.25622,5.384983,-5.132775,5.50989,-4.793446,5.75138,-5.955395,5.439819,-6.448068,5.375111,-5.640699,5.782531,-5.164611,4.67778,-5.12464,4.12168,-4.001196,3.740733,-3.124604,2.541888,-2.711018,1.849097,-1.585643,0.723459,-0.588691,Jazz
97.612305,-2.020294,3.317364,-1.572722,3.629442,-0.950113,2.525167,-2.990141,2.184131,-3.504399,3.325714,-3.586838,2.504832,-2.749013,3.114712,-3.611253,3.172673,-2.86693,2.727317,-2.73203,2.944276,-2.107453,2.168186,-1.919125,1.886766,-1.761781,1.192852,-1.21298,0.477445,-0.096031,Country
53.941534,15.252603,0.259971,1.562606,-0.116583,-2.995681,3.551982,-4.864351,3.954044,-5.464334,6.524396,-5.785281,5.681232,-5.661485,6.360571,-6.085381,6.012472,-5.533142,4.937275,-5.333411,5.210156,-3.625212,4.009806,-3.455541,2.924024,-2.172653,2.126635,-1.206235,0.933444,-0.690693,Blues
62.024292,15.51399,-0.968401,-2.106206,4.497525,-3.113738,2.705456,-4.395885,5.420542,-4.237463,5.946584,-5.408324,6.2895,-5.444385,6.059549,-4.636125,6.67194,-4.354152,5.632069,-4.533991,4.085417,-5.025928,1.964651,-4.273835,1.827701,-3.017322,1.895601,-1.099305,1.381047,-0.017092,HipHop
-4.990348,20.779512,2.001115,-1.381957,5.662977,-4.101759,4.012716,-5.071567,3.618807,-7.247624,5.119252,-7.684565,5.078917,-6.532468,5.793046,-6.542414,5.188759,-5.415833,5.245229,-4.140013,4.343903,-4.433672,3.065835,-3.331316,3.213627,-1.682734,1.964824,-1.459726,1.003185,-0.833832,Classical
55.325454,-0.098221,6.287408,3.49215,3.836975,-0.406468,4.20413,-1.77356,4.512774,-3.993581,4.141987,-3.684947,4.730059,-3.276586,4.186512,-3.857597,4.206766,-4.011293,3.984384,-2.517991,3.065325,-2.745928,2.859035,-1.914109,1.925271,-1.445418,1.746874,-0.913072,0.441561,-0.447637,Country
65.324381,1.595685,3.75797,-2.839085,5.29122,-3.021419,3.231957,-1.671838,2.280501,-2.823285,3.592406,-2.047537,3.217966,-3.590016,2.571466,-3.418687,2.552658,-3.141622,2.802747,-2.603449,2.655727,-2.150015,1.925696,-2.245437,1.203491,-1.343127,1.421516,-0.607989,0.792783,-0.324589,Country
68.34055,-2.352152,-2.131333,3.94286,3.037195,0.280007,2.16748,-1.817118,3.121529,-2.787375,4.166084,-3.820768,5.627636,-4.333464,5.898811,-4.960804,6.074354,-5.222279,4.668328,-5.358162,3.460283,-4.710602,2.684395,-3.634613,2.409447,-2.617355,1.732266,-1.345769,1.162245,-0.373717,HipHop
30.59666,13.682823,3.926025,1.947402,6.556829,-2.911808,4.488616,-1.620908,3.968456,-8.351206,5.700113,-4.50421,6.369678,-5.833746,6.155381,-6.302009,6.250822,-4.655845,4.889796,-4.952548,4.270406,-4.396212,2.984961,-3.243267,2.937825,-2.284797,1.802247,-1.273684,0.89522,-0.471286,Blues
45.551844,7.454996,-1.081359,-0.60738,1.51503,-0.714671,2.876495,-1.934354,3.42146,-4.642521,4.762752,-5.345332,4.303166,-5.985403,5.639652,-6.114856,4.586382,-4.658501,4.808877,-4.574475,5.115359,-4.312661,3.243953,-2.630533,2.5981,-1.611048,2.373126,-1.668693,0.884892,-0.164649,Jazz
37.015858,9.296589,5.375581,1.04778,2.711702,0.193339,1.434312,-2.421091,4.844422,-4.80963,5.512584,-5.056044,5.404981,-5.99278,6.106666,-5.435404,5.150164,-5.440684,5.322515,-5.413614,4.581453,-3.848705,3.905471,-3.361788,3.280092,-2.237789,1.93786,-1.669774,0.876946,-0.59379,Blues
93.555371,-1.952554,4.25835,-0.361561,4.697198,-1.503586,2.555785,-1.47292,2.664093,-2.77562,4.245335,-2.153517,3.255816,-3.14845,2.778232,-2.97252,2.517202,-3.302885,2.351835,-3.200228,1.752396,-2.58784,2.052067,-1.818418,1.639027,-1.425458,0.977612,-0.810613,0.707117,-0.277508,Disco
14.288719,16.998418,0.273629,0.857277,4.657065,-2.679469,3.307895,-4.827389,4.066793,-5.806253,6.002235,-7.173096,4.874425,-6.681531,5.302354,-6.426852,5.403875,-5.169071,6.003247,-4.538989,4.160675,-4.598863,3.477854,-2.900985,3.328351,-2.152962,1.511768,-1.962597,0.958617,0.073638,Classical
29.044856,14.499361,3.394219,2.036631,7.188988,-2.618987,4.750747,-2.190616,3.590767,-7.537044,5.118897,-5.538576,6.098045,-5.915055,5.893708,-5.38147,6.996528,-5.081397,4.943202,-4.592389,4.27722,-4.289189,3.442921,-3.007783,2.551599,-2.302586,2.187081,-1.031374,1.164408,-0.170313,Blues
27.742329,17.181119,6.796614,1.026813,5.263759,-3.54112,4.145881,-4.320471,5.155803,-5.828743,6.575574,-4.236053,6.385877,-5.332808,5.411791,-7.254938,4.03099,-5.718904,3.920858,-5.714584,4.057218,-3.67647,3.560941,-3.212706,2.663783,-2.313259,1.587462,-1.273415,1.12094,-0.526691,Jazz
10.266879,10.912748,4.067004,1.983834,3.385633,-1.232436,4.045419,-3.814373,4.668213,-4.861251,6.852821,-5.280466,6.237936,-5.647656,5.746235,-6.471185,5.019886,-5.134759,4.768472,-5.174876,3.903886,-3.857072,3.914014,-2.931738,2.450719,-2.466928,1.987028,-1.171918,0.915809,-0.675323,Blues
8.422699,20.69654,1.195024,-3.338585,2.011928,-4.08309,3.13087,-4.978588,4.041046,-6.739002,5.043982,-7.275606,5.368923,-6.276485,6.181264,-6.13699,5.896464,-5.408375,5.018131,-4.999172,4.395424,-4.151196,3.537378,-3.419206,2.724439,-2.353664,1.866294,-1.259088,1.275414,-0.558397,Classical
82.47842,-4.124064,1.487616,2.309489,1.971799,1.118203,1.52333,-2.555764,2.605307,-3.066893,4.124531,-4.05861,4.503112,-4.408212,5.325817,-4.413699,4.729323,-4.1021,4.550523,-3.439948,4.391004,-3.670869,3.587439,-2.903962,2.118467,-2.051969,1.67814,-1.329818,0.980253,-0.375504,HipHop
93.736169,-0.40409,-2.899892,-2.208369,4.059788,-1.450271,2.963066,-2.755787,3.834171,-3.709672,4.197011,-3.109426,3.282382,-4.301787,3.315007,-3.75193,3.039689,-3.653449,2.851995,-3.294636,2.504742,-3.057713,2.255091,-2.199277,1.783766,-1.554209,1.40321,-0.876347,0.599537,-0.699009,Disco
1.569727,22.431893,3.028112,-3.751385,9.062762,-1.294128,6.917711,-4.572482,7.428434,-6.552856,5.467486,-6.654211,6.436353,-6.073384,5.998125,-5.960099,5.971618,-5.154544,5.031444,-4.994565,4.052817,-3.970725,3.503326,-3.066329,2.702957,-2.620027,2.255838,-1.662326,0.62226,-0.305273,Jazz
82.271523,7.424122,-0.557843,1.829813,1.129717,-2.385833,1.61738,-3.227883,2.791398,-4.62476,4.258757,-4.74228,5.683353,-6.111005,5.966148,-6.23599,5.540846,-6.423444,4.106482,-5.160203,4.430551,-4.337747,3.551607,-3.628128,2.391792,-2.718332,1.825489,-1.456845,1.161189,-0.128401,HipHop
97.63653,-2.472064,1.983192,-1.112788,4.203663,-3.430345,1.864392,-2.642174,2.041457,-2.66956,3.012586,-3.36141,3.138926,-3.412334,2.846601,-2.607828,2.883882,-3.188909,2.949395,-2.412521,2.596662,-2.523914,2.007665,-1.897975,2.099246,-1.096354,1.303452,-0.474348,1.018635,0.192724,Country
38.3808,11.254975,2.3051,4.417261,1.870489,-2.611324,2.207254,-2.995855,4.520305,-5.79563,5.72649,-6.670762,5.568675,-5.22906,6.388917,-6.011437,5.341509,-4.745655,4.776869,-5.07625,5.045928,-4.245191,3.462193,-3.0786,2.809004,-2.634251,1.711927,-1.648783,0.634853,-0.686631,Blues
-4.144753,6.158764,12.183949,-1.318831,7.058389,-1.466504,3.751974,-3.569675,4.078823,-3.394087,3.960491,-3.737401,4.210623,-3.520147,3.303589,-3.890264,3.588106,-3.451985,3.261402,-3.622238,2.993518,-2.987007,2.6299,-1.678778,2.442924,-1.250288,1.888157,-1.032387,0.611579,-0.318297,Country
71.845682,4.913129,5.388819,-1.049379,5.633355,-2.546243,3.280904,-2.424475,3.476245,-3.859541,3.47038,-3.468397,3.574601,-3.412175,2.830377,-3.458383,3.091604,-2.803075,2.888267,-2.836827,2.510213,-2.584518,2.223285,-1.811318,1.674927,-1.738257,1.279843,-0.858199,0.69829,-0.18287,Disco
77.319514,4.005212,-0.141277,1.879584,0.539154,0.760001,2.136257,-2.635632,3.336371,-4.271159,3.911119,-5.130065,5.365896,-4.951195,5.582959,-5.456036,5.778866,-4.982154,5.459566,-4.237895,4.766408,-3.673358,3.73898,-2.993281,2.664629,-2.494388,1.962742,-1.311958,1.073071,-0.589355,HipHop
31.124525,7.212861,2.813501,2.182879,2.529668,-0.33319,2.065337,-2.343096,2.899786,-4.557102,4.470025,-5.105696,5.335258,-5.164325,6.017697,-5.35727,5.586072,-4.738566,4.959277,-4.621881,4.361412,-3.994416,3.178779,-3.207824,2.741574,-2.352265,1.87442,-1.220909,1.196637,-0.721048,Jazz
95.051702,3.388874,-0.738303,2.858036,2.459176,-0.317951,1.380093,-2.581602,3.830063,-3.727049,4.760922,-4.430295,5.466058,-4.941427,5.459492,-5.529833,4.933379,-5.408404,3.80595,-5.466178,3.621902,-4.507897,3.166457,-3.033908,3.052407,-2.232383,1.830365,-1.656235,0.799549,-0.627693,HipHop
71.430806,8.05989,0.848018,0.956402,2.894207,-2.815671,4.147555,-4.136446,4.314361,-4.164918,5.314762,-5.013241,4.246217,-5.489763,4.087345,-4.075397,4.729464,-3.739365,4.523622,-2.965244,3.703355,-3.357367,2.771482,-2.587883,2.174759,-2.276,1.890376,-0.961078,0.806797,-0.089466,Disco
17.100864,21.494032,1.853737,-2.674005,4.870031,-3.418051,4.041499,-4.436688,4.217733,-6.314452,4.903357,-6.68506,6.159581,-5.897576,6.216846,-6.270958,5.078977,-6.195361,4.814598,-4.806606,4.636168,-4.271308,3.242976,-3.852985,2.502315,-2.234907,2.485586,-0.902424,1.064353,-0.564702,Classical
48.655087,6.29759,-0.490605,2.214248,0.951542,-2.361168,0.766703,-4.561073,1.998381,-7.344456,2.966535,-6.717211,4.612894,-4.98053,7.486762,-3.984346,6.377068,-4.843621,5.037651,-4.716836,4.540075,-4.643991,2.462117,-3.075904,3.396081,-2.654501,1.38771,-1.431365,1.197818,-0.542385,Jazz
62.373827,7.328622,2.893111,-5.168953,6.255458,-1.878792,4.095087,-2.301486,3.353341,-2.57717,4.332998,-3.487733,4.815242,-3.571394,3.377018,-3.559243,4.110826,-3.216874,2.608187,-2.608435,2.871141,-2.833321,2.823883,-2.097071,2.020296,-1.385013,1.240412,-1.096015,0.817393,-0.340775,Country
6.845015,17.250257,-3.73751,-1.191102,2.180109,-4.425595,7.160058,-3.951981,4.381017,-7.291666,5.566202,-6.337723,4.637767,-6.665157,6.597208,-5.611606,5.494076,-5.384323,5.123164,-5.041923,4.04093,-4.669706,3.225572,-3.234023,2.785065,-2.24032,2.007118,-1.948802,0.955971,-0.352527,Classical
43.289292,8.387627,4.207646,1.461888,7.216161,-3.145899,3.906451,-3.666549,4.670711,-4.842088,4.440604,-4.905823,3.626854,-3.560369,3.715535,-4.587041,3.576861,-3.632912,3.186176,-3.915336,2.922593,-3.26992,2.479208,-1.991312,2.188418,-1.900724,1.311619,-0.959024,0.584136,-0.566436,Country
101.356212,-2.450827,1.259356,-2.093583,3.957455,-2.617781,2.317704,-2.615647,2.439354,-2.782533,3.628477,-3.472364,2.849406,-2.19557,2.951325,-3.549604,2.801335,-3.269392,2.667045,-2.275172,2.319901,-2.512608,2.301335,-1.457712,1.53581,-1.387088,1.231651,-0.957296,0.390878,-0.371477,Country
8.88264,9.866933,4.473702,2.12245,6.289275,-0.861542,4.35004,-2.178846,3.281871,-7.72133,4.42189,-4.566518,5.819507,-6.145665,6.338391,-5.340051,6.127733,-4.626464,5.520903,-4.088784,4.806324,-3.814206,3.322331,-3.143643,2.839936,-1.947831,2.222209,-0.98355,0.965211,-0.455928,Blues
88.073606,-5.731316,-0.284436,0.222902,3.671982,-0.809806,3.426895,-2.083543,3.022006,-2.804881,3.747698,-3.519019,3.503485,-3.697467,3.949059,-3.338321,3.143359,-3.032618,3.711028,-2.7203,2.7839,-2.521031,2.311816,-2.112497,2.028527,-1.563836,1.450871,-0.948513,1.032578,-0.21478,Disco
89.982297,-2.908228,4.596625,-2.714303,2.119047,-1.925308,1.333307,-1.741905,3.490178,-3.043343,4.524073,-1.951827,3.448409,-2.994766,2.166526,-2.726201,2.434909,-1.84196,3.252985,-2.443265,3.236172,-2.508859,1.969792,-2.035932,2.05239,-1.393708,1.191599,-0.641301,0.514087,0.11121,Disco
78.920419,-5.991769,-3.173876,1.564084,3.668553,0.652336,0.673153,-2.001405,3.927726,-4.514355,4.557816,-4.076326,3.436041,-4.608459,5.267184,-5.436552,5.068383,-3.436037,4.774824,-4.658131,4.676195,-3.398688,3.552211,-2.53285,2.840801,-1.646056,2.131495,-1.101749,0.930443,-0.501638,HipHop
-4.222204,15.531031,6.171985,-2.589229,5.483442,-3.463851,5.715207,-3.926074,4.896564,-5.466945,4.467983,-4.940564,5.059667,-3.693026,5.303119,-4.373636,4.055809,-4.195422,3.819797,-3.84355,3.38937,-3.642502,2.471351,-2.647806,2.219464,-1.766768,1.56568,-1.175118,0.839544,-0.500496,Jazz
30.941579,10.055259,5.949904,2.078027,4.532825,-0.728486,2.78986,-1.391349,3.362071,-6.108277,4.49476,-4.366959,6.133949,-5.784094,6.177554,-4.67261,6.465255,-5.068233,4.784515,-4.959745,3.702727,-4.647956,2.949235,-3.539638,2.383668,-2.140259,2.115369,-1.056829,1.272204,-0.092351,Blues
41.036494,19.737174,-1.260064,-1.691931,7.896482,-0.550045,4.44802,-6.455094,5.404743,-5.865285,6.738377,-6.480466,6.716325,-5.369031,6.287082,-6.067874,5.989818,-4.927733,5.219573,-4.970369,4.309368,-4.186678,3.916847,-2.729104,3.071468,-2.340197,1.913987,-1.427205,1.260039,-0.395302,Blues
107.71564,-3.059879,2.270416,-1.644615,4.451686,-2.334747,1.416714,-2.368934,1.684921,-3.205064,3.563772,-2.241438,2.652665,-3.199988,2.320947,-3.399804,2.525264,-2.85259,2.240146,-3.063978,2.40596,-2.524873,2.073327,-1.586889,1.73442,-1.665771,0.897689,-1.033611,0.406218,-0.456375,Country
5.118634,21.422412,0.558802,-0.843335,5.829812,-3.481892,4.116312,-5.351647,3.767976,-6.618042,5.852073,-6.884767,5.481568,-6.893024,5.649103,-6.715102,5.581182,-4.780324,6.011762,-4.206127,4.304797,-4.14882,4.06824,-2.734155,2.855163,-2.400301,1.442318,-2.050339,0.876741,-0.416966,Classical
37.558495,14.352042,6.49759,-0.535112,3.494145,-2.35567,3.810895,-4.25819,4.045561,-4.681349,5.765346,-5.478895,5.610132,-5.24348,5.851361,-6.027133,5.393431,-5.344051,4.713455,-5.168816,4.451678,-4.172493,3.513399,-3.205483,2.701431,-2.363569,1.987223,-1.162326,1.134592,-0.259302,Blues
25.474971,10.463223,3.620112,1.010455,3.166832,-0.281636,2.339482,-2.894077,3.667069,-4.075434,4.739257,-5.730529,4.856967,-6.106622,5.718562,-5.949217,5.315883,-5.219878,4.697235,-4.731361,4.754796,-3.981104,3.269583,-2.702347,3.141911,-2.115226,1.786057,-1.353012,1.257463,-0.911809,Jazz
96.241854,-2.583357,1.61588,-0.973965,3.259723,-3.303064,1.882605,-2.086946,1.907791,-2.992489,4.020241,-3.108223,2.904294,-3.142965,2.758675,-3.551966,2.834721,-2.836406,3.069858,-2.648064,2.28225,-2.928191,1.898753,-1.676375,2.418836,-1.109534,1.389748,-0.732299,0.723892,-0.213614,Disco
66.840346,3.433184,7.087388,-2.254909,3.046313,-1.560636,4.208928,-3.396892,4.286063,-3.141183,3.87349,-2.845167,3.051764,-3.61258,2.518258,-3.476736,3.490679,-3.033883,2.93773,-2.85894,2.73768,-2.501499,2.431885,-2.317277,1.754757,-1.858575,1.078957,-1.143327,0.364481,-0.326445,Disco
25.240606,15.046198,1.955313,2.327049,9.486256,-1.305662,4.9714,-2.409104,5.417195,-8.510937,4.737566,-5.087452,6.366854,-6.418724,6.488178,-5.496077,6.508359,-4.777108,5.090079,-5.106461,4.687453,-3.620457,3.393313,-3.1782,3.159037,-1.985265,1.952333,-1.079066,1.318752,-0.339009,Blues
15.718251,16.09161,-1.075193,0.461041,4.266975,-2.958797,2.607771,-5.103975,3.715229,-5.528376,6.22144,-6.715586,5.196628,-6.100314,5.501829,-6.532525,5.063696,-5.742883,5.900985,-4.374293,4.496831,-4.19459,3.656885,-3.07049,3.09617,-2.068421,2.391222,-1.363422,1.061171,-0.507967,Classical
12.991153,19.844498,13.092467,-1.824361,3.623781,-4.488615,4.391035,-3.126055,6.213459,-4.071073,6.641528,-4.719902,6.84483,-5.469856,6.651976,-5.283768,5.222818,-5.067371,4.34581,-4.336213,4.643222,-3.655284,3.432725,-3.054777,2.505425,-2.228432,1.939624,-1.437205,0.880688,-0.621083,Jazz
66.978518,8.513964,3.826022,1.998045,4.305951,-2.089278,2.670449,-4.306589,4.739602,-3.958496,5.750762,-4.117505,3.734243,-5.00474,4.687675,-4.254887,4.311353,-3.838008,3.61116,-3.832722,3.638388,-3.564624,2.415685,-1.905042,2.03193,-2.295401,1.621717,-0.964158,0.712268,-0.230296,Country
70.219445,1.680538,0.497575,3.042866,1.452321,-0.35238,2.864866,-2.315664,3.738637,-4.583868,5.00973,-4.854678,5.303885,-5.307151,5.516718,-5.473052,5.193988,-5.135476,4.734373,-4.751115,3.811485,-4.554279,3.100769,-2.991351,2.632536,-2.209622,1.843063,-1.231066,0.937665,-0.634344,HipHop
22.11226,16.741094,-0.929564,-2.653038,1.183369,-3.033847,4.489191,-3.262834,4.382783,-6.426914,5.080693,-6.925507,5.486521,-5.570608,5.672461,-6.347909,5.29946,-5.412833,5.449826,-5.107221,4.48563,-4.340207,3.921776,-2.958254,2.325138,-2.771028,2.170473,-1.220185,0.757006,-0.665675,Classical
-41.220506,16.276266,2.744781,-0.467078,4.661014,-3.955395,3.229262,-4.206767,4.68346,-4.370374,7.169145,-5.847128,5.472107,-6.619458,5.174712,-6.213885,5.619289,-5.309393,4.541338,-4.536151,4.705371,-3.174085,3.618433,-3.495069,1.678918,-3.086314,1.535207,-1.454797,1.226006,-0.072921,Classical
87.016166,-3.621974,7.073854,-2.578678,4.466639,-0.502536,1.709902,-1.429425,2.357634,-3.701884,2.007414,-1.454765,2.866064,-2.776693,2.307003,-2.82845,2.360979,-2.838627,2.65653,-2.210132,2.189509,-2.087158,1.482823,-1.436132,1.892477,-0.825202,1.114656,-0.444108,0.363399,-0.416234,Disco
25.833624,27.20298,1.205243,-4.391881,7.029107,-4.677717,7.184163,-6.064583,5.311698,-4.791871,8.014522,-6.633171,5.392613,-6.197223,5.859357,-6.387524,5.760975,-4.889154,5.274779,-5.216667,4.418154,-3.935409,3.685362,-3.185037,3.119399,-2.436464,1.822315,-1.362366,1.009481,-0.553838,Jazz
96.429931,-0.34941,3.075715,-2.835159,4.787185,-0.457187,0.403403,-3.304323,4.286627,-3.397952,3.161101,-3.051606,3.105738,-3.405835,3.250575,-3.356246,2.48164,-3.087961,2.647119,-2.677057,2.51476,-2.523925,2.019397,-2.021929,1.842368,-1.451583,1.561602,-0.935565,0.677093,-0.351158,Country
87.026033,3.850438,-5.813441,5.30312,4.434087,-0.302655,2.495067,-2.520512,5.324113,-3.677489,5.847934,-5.145152,6.155994,-5.586533,5.397793,-6.50809,5.175119,-6.035401,4.56379,-5.263467,4.31989,-3.936694,4.278725,-3.07665,2.854324,-2.531011,1.673242,-1.611507,1.07913,-0.278472,HipHop
